ResultID,Date,ProductID,StoreID,Quantity Ordered, Price Each ,Address,City
75,03/16/23,125,ST06,1,11.99,456 Elm Avenue,San Antonio
76,03/17/23,126,ST07,1,2.99,789 Oak Boulevard,San Antonio
77,03/18/23,127,ST08,1,149.99,123 Maple Street,San Diego
78,03/19/23,128,ST09,2,2.99,1000 Pine Drive,San Jose
79,03/20/23,128,ST10,1,2.99,123 Maple Street,San Jose
80,03/21/23,113,ST11,1,379.99,456 Oak Avenue,Austin
81,03/22/23,114,ST12,1,150,789 Elm Boulevard,Jacksonville
82,03/23/23,115,ST13,1,14.95,1000 Pine Drive,San Antonio
83,,116,ST14,1,149.99,123 Main Street,Columbus
84,03/24/23,117,ST15,1,11.95,456 Elm Avenue,Fort Worth
85,03/25/23,118,ST01,3,2.99,789 Oak Boulevard,Charlotte
86,03/26/23,119,ST02,1,149.99,1000 Pine Drive,Seattle
87,03/27/23,120,ST03,1,99.99,123 Maple Street,Denver
88,03/28/23,121,ST04,1,99.99,456 Oak Avenue,Columbus
89,03/29/23,122,ST05,1,3.84,1000 Pine Drive,Fort Worth
90,03/30/23,123,ST06,1,99.99,123 Main Street,Charlotte
91,03/31/23,124,ST07,2,2.99,456 Elm Avenue,Seattle
92,04/01/23,125,ST08,1,11.95,789 Oak Boulevard,Denver
93,04/02/23,126,ST09,1,11.95,1000 Pine Drive,San Antonio
94,04/03/23,127,ST10,1,99.99,123 Maple Street,San Antonio
95,04/04/23,128,ST11,1,600,456 Oak Avenue,San Diego
96,04/05/23,128,ST12,1,11.95,789 Elm Boulevard,San Jose
97,04/06/23,114,ST13,1,999.99,1000 Pine Drive,San Jose
98,04/07/23,115,ST14,1,11.95,123 Main Street,Austin
99,04/08/23,116,ST15,1,11.99,789 Elm Boulevard,Jacksonville
100,04/09/23,117,ST01,1,300,1000 Pine Drive,San Antonio
101,04/10/23,118,ST02,1,11.95,123 Main Street,Columbus
102,04/11/23,119,ST03,1,149.99,456 Elm Avenue,Fort Worth
103,04/12/23,120,ST04,1,11.95,789 Oak Boulevard,Charlotte
104,04/13/23,121,ST05,5,2.99,1000 Pine Drive,Seattle
105,04/14/23,122,ST06,1,700,123 Maple Street,Denver
106,04/15/23,123,ST07,1,99.99,456 Oak Avenue,San Antonio
107,04/16/23,124,ST08,1,2.99,789 Elm Boulevard,Columbus
108,04/17/23,125,ST09,1,2.99,1000 Pine Drive,Fort Worth
109,04/18/23,126,ST10,1,14.95,123 Main Street,Charlotte
110,04/19/23,127,ST11,1,600,456 Elm Avenue,Seattle
111,04/20/23,128,ST12,1,11.99,789 Oak Boulevard,Denver
112,04/21/23,128,ST13,1,99.99,1000 Pine Drive,San Antonio
113,04/22/23,124,ST14,1,150,123 Maple Street,San Antonio
114,04/23/23,125,ST15,1,11.95,456 Oak Avenue,San Diego
115,04/24/23,126,ST01,1,150,1000 Pine Drive,San Jose
116,04/25/23,127,ST02,1,3.84,123 Main Street,San Jose
117,04/26/23,128,ST03,2,11.95,456 Elm Avenue,Austin
118,04/27/23,128,ST04,1,14.95,789 Oak Boulevard,Jacksonville
119,04/28/23,124,ST05,1,14.95,1000 Pine Drive,San Antonio
120,04/29/23,125,ST06,2,11.95,123 Maple Street,Columbus
121,04/30/23,126,ST07,1,14.95,456 Oak Avenue,Fort Worth
122,05/01/23,127,ST08,1,11.95,789 Elm Boulevard,Charlotte
123,05/02/23,128,ST09,1,99.99,1000 Pine Drive,Seattle
124,05/03/23,128,ST10,1,389.99,123 Main Street,Denver
125,05/04/23,124,ST11,1,14.95,123 Maple Street,San Antonio
126,05/05/23,125,ST12,1,14.95,456 Oak Avenue,San Antonio
127,05/06/23,126,ST13,1,14.95,789 Elm Boulevard,Columbus
128,05/07/23,127,ST14,2,2.99,1000 Pine Drive,Fort Worth
129,05/08/23,128,ST15,1,14.95,123 Main Street,Charlotte
130,05/09/23,128,,2,150,456 Elm Avenue,Seattle
131,05/10/23,124,,1,14.95,123 Main Street,Denver
132,05/11/23,125,,1,11.99,456 Elm Avenue,San Antonio
133,05/12/23,126,ST01,1,3.84,789 Oak Boulevard,NYC
134,05/13/23,127,ST02,1,400,1000 Pine Drive,San Diego
135,05/14/23,128,ST03,1,11.99,,San Jose
136,05/15/23,128,ST04,1,300,789 Elm Boulevard,San Jose
137,05/16/23,124,ST05,1,389.99,,Austin
138,05/17/23,125,ST06,1,11.95,1000 Pine Drive,Jacksonville
139,05/18/23,126,ST07,1,14.95,,NYC
140,05/19/23,127,ST08,2,2.99,456 Elm Avenue,Columbus
141,05/20/23,128,ST09,1,14.95,789 Oak Boulevard,Fort Worth
142,05/21/23,128,ST10,1,2.99,1000 Pine Drive,Charlotte
143,05/22/23,124,ST11,1,149.99,123 Maple Street,Seattle
144,05/23/23,125,ST12,1,11.99,456 Oak Avenue,Denver
145,05/24/23,126,ST13,1,389.99,789 Elm Boulevard,NYC
146,05/25/23,127,ST14,1,11.99,1000 Pine Drive,Columbus
147,05/26/23,128,ST15,1,11.99,123 Main Street,Fort Worth
148,05/27/23,128,,1,11.95,456 Oak Avenue,Charlotte
149,05/28/23,124,,1,3.84,789 Elm Boulevard,Seattle
150,05/29/23,125,,1,11.95,1000 Pine Drive,Denver
151,05/30/23,126,ST01,1,99.99,123 Main Street,NYC
152,05/31/23,127,ST02,1,2.99,456 Elm Avenue,NYC
153,06/01/23,128,ST03,1,2.99,789 Oak Boulevard,San Diego
154,06/02/23,128,ST04,1,600,1000 Pine Drive,San Jose
155,06/03/23,124,ST05,1,11.95,123 Maple Street,San Jose
156,06/04/23,125,ST06,1,400,456 Oak Avenue,Austin
157,06/05/23,126,ST07,1,14.95,789 Elm Boulevard,Jacksonville
158,06/06/23,127,ST08,1,2.99,1000 Pine Drive,NYC
159,06/07/23,128,ST09,1,14.95,123 Main Street,Columbus
160,06/08/23,128,ST10,1,3.84,456 Elm Avenue,Fort Worth
156,06/09/23,125,ST11,1,11.99,789 Oak Boulevard,Charlotte
157,06/10/23,126,ST12,1,99.99,1000 Pine Drive,Seattle
158,06/11/23,127,ST13,1,150,123 Maple Street,Denver
159,06/12/23,128,ST14,1,11.95,456 Oak Avenue,NYC
160,06/13/23,128,ST15,1,700,789 Elm Boulevard,Columbus
160,06/14/23,128,ST01,1,2.99,1000 Pine Drive,Fort Worth
156,06/15/23,125,ST02,1,11.95,123 Main Street,Charlotte
157,06/16/23,126,ST03,1,14.95,456 Elm Avenue,Seattle
158,06/17/23,127,ST04,1,2.99,123 Main Street,Denver
159,06/18/23,128,ST05,1,999.99,456 Elm Avenue,NYC
160,06/19/23,128,ST06,1,14.95,789 Oak Boulevard,NYC
161,06/20/23,101,ST07,1,150,1000 Pine Drive,San Diego
162,06/21/23,102,ST08,1,2.99,123 Main Street,San Jose
163,06/22/23,103,ST09,1,14.95,789 Elm Boulevard,San Jose
164,06/23/23,104,ST10,1,3.84,1000 Pine Drive,Austin
165,06/24/23,105,ST11,1,11.99,123 Main Street,Jacksonville
166,06/25/23,106,ST12,1,11.95,456 Elm Avenue,NYC
167,06/26/23,107,ST13,1,150,789 Oak Boulevard,Columbus
168,06/27/23,108,ST14,1,150,1000 Pine Drive,Fort Worth
169,06/28/23,109,ST15,1,99.99,123 Maple Street,Charlotte
170,06/29/23,110,ST01,1,149.99,456 Oak Avenue,Seattle
171,06/30/23,111,ST02,1,11.99,789 Elm Boulevard,Denver
172,07/01/23,112,ST03,2,3.84,1000 Pine Drive,Columbus
173,07/02/23,113,ST04,1,3.84,123 Main Street,Fort Worth
174,07/03/23,114,ST05,1,600,456 Elm Avenue,Charlotte
175,07/04/23,115,ST06,1,11.99,789 Oak Boulevard,Seattle
176,07/05/23,116,ST07,1,2.99,1000 Pine Drive,Denver
177,07/06/23,117,ST08,1,99.99,123 Maple Street,NYC
178,07/07/23,118,ST09,1,150,456 Oak Avenue,NYC
179,07/08/23,119,ST10,1,11.99,1000 Pine Drive,San Diego
180,07/09/23,120,ST11,2,14.95,123 Main Street,San Jose
181,07/10/23,121,ST12,1,300,456 Elm Avenue,San Jose
182,07/11/23,122,ST13,1,150,789 Oak Boulevard,Austin
183,07/12/23,123,ST14,2,14.95,1000 Pine Drive,Jacksonville
184,07/13/23,124,ST15,1,150,123 Maple Street,NYC
185,07/14/23,125,,1,11.99,456 Oak Avenue,Columbus
186,07/15/23,126,,1,600,789 Elm Boulevard,Fort Worth
187,07/16/23,127,,1,11.95,1000 Pine Drive,Charlotte
188,07/17/23,128,ST01,1,3.84,123 Main Street,Seattle
189,07/18/23,129,ST02,1,150,123 Maple Street,Denver
190,07/19/23,130,ST03,1,379.99,456 Oak Avenue,Columbus
191,07/20/23,131,ST04,1,11.95,789 Elm Boulevard,Fort Worth
192,07/21/23,132,ST05,1,11.95,1000 Pine Drive,Charlotte
193,07/22/23,133,ST06,1,600,123 Main Street,Seattle
194,07/23/23,134,ST07,1,389.99,456 Elm Avenue,Denver
195,07/24/23,135,ST08,1,11.95,123 Main Street,NYC
196,07/25/23,136,ST09,1,99.99,456 Elm Avenue,NYC
197,07/26/23,137,ST10,1,700,789 Oak Boulevard,San Diego
198,07/27/23,138,ST11,2,11.99,1000 Pine Drive,San Jose
199,07/28/23,139,ST12,1,300,,San Jose
200,07/29/23,140,ST13,1,600,789 Elm Boulevard,Austin
201,07/30/23,141,ST14,1,3.84,,Jacksonville
202,07/31/23,142,ST15,1,600,1000 Pine Drive,NYC
203,08/01/23,143,ST01,1,14.95,,Columbus
204,08/02/23,144,ST02,1,2.99,456 Elm Avenue,Fort Worth
205,08/03/23,145,ST03,1,11.95,789 Oak Boulevard,Charlotte
206,08/04/23,146,ST04,1,99.99,1000 Pine Drive,Seattle
207,08/05/23,147,ST05,1,2.99,123 Maple Street,Denver
208,08/06/23,148,ST06,1,99.99,456 Oak Avenue,LA
209,08/07/23,149,ST07,1,11.95,789 Elm Boulevard,LA
210,08/08/23,150,ST08,1,600,1000 Pine Drive,Columbus
211,08/09/23,101,ST09,1,99.99,123 Main Street,Fort Worth
212,08/10/23,102,ST10,1,3.84,456 Elm Avenue,Charlotte
213,08/11/23,103,ST11,1,99.99,789 Oak Boulevard,Seattle
214,08/12/23,104,ST12,1,99.99,,Denver
215,08/13/23,105,ST13,1,99.99,123 Maple Street,LA
216,08/14/23,106,ST14,1,150,789 Elm Boulevard,LA
217,08/15/23,107,ST15,1,2.99,789 Elm Boulevard,San Diego
218,08/16/23,108,ST01,1,700,,San Jose
219,08/17/23,109,ST02,1,150,456 Elm Avenue,San Jose
220,08/18/23,110,ST03,1,700,456 Elm Avenue,Austin
221,08/19/23,111,ST04,1,2.99,,Jacksonville
222,08/20/23,112,ST05,1,700,1000 Pine Drive,LA
223,08/21/23,113,ST06,1,14.95,123 Maple Street,Columbus
224,08/22/23,114,ST07,1,11.99,456 Oak Avenue,Fort Worth
225,08/23/23,115,ST08,1,150,,Charlotte
226,08/24/23,116,ST09,2,3.84,1000 Pine Drive,Seattle
227,08/25/23,117,ST10,1,14.95,123 Main Street,Denver
228,08/26/23,118,ST11,2,2.99,456 Elm Avenue,LA
229,08/27/23,119,ST12,1,99.99,789 Oak Boulevard,LA
230,08/28/23,120,ST13,1,300,456 Oak Avenue,Columbus
231,08/29/23,121,ST14,1,300,,Fort Worth
232,08/30/23,122,ST15,1,2.99,1000 Pine Drive,Charlotte
233,08/31/23,123,ST01,1,150,123 Main Street,Seattle
234,09/01/23,150,ST02,1,700,456 Elm Avenue,Denver
235,09/02/23,101,ST03,1,700,789 Oak Boulevard,LA
236,09/03/23,102,ST04,1,150,1000 Pine Drive,LA
237,09/04/23,103,ST05,1,14.95,123 Main Street,San Diego
238,09/05/23,104,ST06,1,700,789 Elm Boulevard,San Jose
239,09/06/23,105,ST07,1,3.84,1000 Pine Drive,San Jose
240,09/07/23,106,ST08,1,600,123 Main Street,Austin
241,09/08/23,107,ST09,1,150,456 Elm Avenue,Jacksonville
242,09/09/23,108,ST10,1,99.99,789 Oak Boulevard,LA
234,09/10/23,150,ST11,1,700,456 Elm Avenue,Columbus
235,09/11/23,101,ST12,1,700,789 Oak Boulevard,Fort Worth
236,09/12/23,102,ST13,1,150,1000 Pine Drive,Charlotte
237,09/13/23,103,ST14,1,14.95,123 Main Street,Seattle
238,09/14/23,104,ST15,1,700,789 Elm Boulevard,Denver
239,09/15/23,105,ST01,1,3.84,1000 Pine Drive,Columbus
240,09/16/23,106,ST02,1,600,123 Main Street,Fort Worth
241,09/17/23,107,ST03,1,150,456 Elm Avenue,Charlotte
242,09/18/23,108,ST04,1,99.99,789 Oak Boulevard,Seattle
234,09/19/23,150,ST11,1,700,456 Elm Avenue,Columbus
235,09/20/23,101,ST12,1,700,789 Oak Boulevard,Fort Worth
236,09/21/23,102,ST13,1,150,1000 Pine Drive,Charlotte
237,09/22/23,103,ST14,1,14.95,123 Main Street,Seattle
238,09/23/23,104,ST15,1,700,789 Elm Boulevard,Denver
239,09/24/23,105,ST01,1,3.84,1000 Pine Drive,Columbus
240,09/25/23,106,ST02,1,600,123 Main Street,Fort Worth
241,09/26/23,107,ST03,1,150,456 Elm Avenue,Charlotte
242,09/27/23,108,ST04,1,99.99,789 Oak Boulevard,Seattle
243,09/28/23,116,ST02,1,700,1000 Pine Drive,Fort Worth
244,09/29/23,117,ST03,1,3.84,123 Maple Street,Charlotte
245,09/30/23,118,ST04,1,389.99,456 Oak Avenue,Seattle
246,10/01/23,119,ST05,1,14.95,1000 Pine Drive,Denver
247,10/02/23,120,ST06,2,3.84,123 Main Street,Columbus
248,10/03/23,121,ST07,1,14.95,456 Elm Avenue,Fort Worth
249,10/04/23,122,ST08,1,3.84,789 Oak Boulevard,Charlotte
250,10/05/23,123,ST09,1,150,1000 Pine Drive,Seattle
251,10/06/23,150,ST10,1,11.95,123 Maple Street,Denver
252,10/07/23,101,ST11,1,11.95,456 Oak Avenue,LA
253,10/08/23,102,ST12,1,99.99,789 Elm Boulevard,LA
254,10/09/23,103,ST13,1,99.99,1000 Pine Drive,San Diego
255,10/10/23,104,ST14,1,149.99,123 Main Street,San Jose
256,10/11/23,105,ST15,1,150,123 Main Street,San Jose
257,10/12/23,106,ST01,1,14.95,456 Elm Avenue,Austin
258,10/13/23,107,ST02,1,11.99,789 Oak Boulevard,Jacksonville
259,10/14/23,108,ST03,1,1700,1000 Pine Drive,LA
260,10/15/23,150,ST04,1,700,123 Maple Street,Columbus
261,10/16/23,101,ST11,1,11.99,456 Oak Avenue,Fort Worth
262,10/17/23,102,ST12,2,3.84,789 Elm Boulevard,Charlotte
263,10/18/23,103,ST13,1,300,1000 Pine Drive,Seattle
264,10/19/23,104,ST14,1,109.99,123 Main Street,Denver
265,10/20/23,105,ST15,1,600,456 Elm Avenue,Columbus
266,10/21/23,106,ST01,1,11.99,123 Main Street,Fort Worth
267,10/22/23,107,ST02,1,109.99,123 Main Street,Charlotte
268,10/23/23,108,ST03,1,2.99,456 Elm Avenue,Seattle
269,10/24/23,150,ST04,1,11.95,789 Oak Boulevard,Denver
270,10/25/23,101,ST02,2,2.99,1000 Pine Drive,LA
271,10/26/23,102,ST03,4,3.84,123 Maple Street,LA
272,10/27/23,103,ST04,1,999.99,456 Oak Avenue,San Diego
273,10/28/23,120,ST05,1,150,1000 Pine Drive,Columbus
274,10/29/23,121,ST06,2,3.84,123 Main Street,Fort Worth
275,10/30/23,122,ST10,1,150,456 Elm Avenue,Charlotte
276,10/31/23,123,ST11,1,2.99,789 Oak Boulevard,Seattle
277,11/01/23,150,ST12,1,3.84,1000 Pine Drive,Denver
278,11/02/23,101,ST13,1,11.99,123 Maple Street,LA
279,11/03/23,102,ST14,1,14.95,456 Oak Avenue,Columbus
280,11/04/23,103,ST15,1,1700,789 Elm Boulevard,Fort Worth
281,11/05/23,104,ST01,1,2.99,1000 Pine Drive,Charlotte
282,11/06/23,105,ST02,1,2.99,123 Main Street,Seattle
283,11/07/23,106,ST03,1,1700,,Denver
284,11/08/23,107,ST04,1,700,123 Maple Street,LA
285,11/09/23,108,ST05,1,999.99,789 Elm Boulevard,LA
286,11/10/23,150,ST06,1,389.99,789 Elm Boulevard,San Diego
287,11/11/23,101,ST07,1,11.99,,San Jose
288,11/12/23,126,ST08,1,379.99,456 Elm Avenue,San Jose
289,11/13/23,127,ST09,1,3.84,456 Elm Avenue,Austin
290,11/14/23,128,ST10,1,149.99,,Jacksonville
291,11/15/23,128,ST11,1,14.95,1000 Pine Drive,LA
292,11/16/23,124,ST12,2,3.84,123 Maple Street,Columbus
293,11/17/23,125,ST13,1,11.99,456 Oak Avenue,Fort Worth
294,11/18/23,126,ST14,1,150,,Charlotte
295,11/19/23,127,ST15,1,150,1000 Pine Drive,Seattle
296,11/20/23,128,ST01,1,11.99,123 Main Street,Denver
297,11/21/23,128,ST02,1,389.99,456 Elm Avenue,LA
298,11/22/23,124,ST03,1,700,789 Oak Boulevard,Columbus
299,11/23/23,125,ST04,1,11.95,456 Oak Avenue,Fort Worth
300,11/24/23,126,,1,11.99,,Charlotte
301,11/25/23,127,ST15,1,149.99,1000 Pine Drive,Seattle
302,11/26/23,128,ST01,1,150,123 Main Street,Denver
303,11/27/23,128,ST02,1,11.99,456 Elm Avenue,
304,11/28/23,124,ST03,3,3.84,789 Oak Boulevard,
305,11/29/23,125,ST04,1,11.99,1000 Pine Drive,San Diego
306,11/30/23,126,ST05,1,14.95,123 Main Street,San Jose
307,12/01/23,127,ST06,1,149.99,789 Elm Boulevard,San Jose
308,12/02/23,128,ST07,1,150,1000 Pine Drive,Austin
309,12/03/23,128,ST08,1,14.95,123 Main Street,Jacksonville
310,12/04/23,118,ST09,1,3.84,456 Elm Avenue,NYC
311,12/05/23,119,ST10,,,789 Oak Boulevard,Columbus
312,12/06/23,120,ST11,1,99.99,1000 Pine Drive,Fort Worth
313,12/07/23,121,ST12,1,3.84,123 Maple Street,Charlotte
314,12/08/23,122,ST13,1,11.95,456 Oak Avenue,Seattle
315,12/09/23,123,ST14,1,150,789 Elm Boulevard,Denver
316,12/10/23,124,ST15,1,11.95,1000 Pine Drive,Columbus
317,12/11/23,125,ST01,1,3.84,123 Main Street,Fort Worth
318,12/12/23,126,ST02,1,149.99,456 Elm Avenue,Charlotte
319,12/13/23,127,ST03,1,150,789 Oak Boulevard,Seattle
320,12/14/23,128,ST04,2,2.99,1000 Pine Drive,Denver
321,12/15/23,128,ST05,1,99.99,123 Maple Street,NYC
322,12/16/23,124,ST06,1,3.84,456 Oak Avenue,NYC
323,12/17/23,125,ST07,1,14.95,1000 Pine Drive,San Diego
324,12/18/23,126,,1,2.99,123 Main Street,San Jose
325,12/19/23,127,ST05,1,2.99,456 Elm Avenue,San Jose
326,12/20/23,128,ST06,1,11.99,789 Oak Boulevard,Austin
327,12/21/23,128,ST07,1,700,1000 Pine Drive,Jacksonville
328,12/22/23,124,ST08,1,11.99,123 Maple Street,NYC
329,12/23/23,125,ST09,1,3.84,456 Oak Avenue,Columbus
330,12/24/23,126,ST10,1,11.99,789 Elm Boulevard,Fort Worth
331,12/25/23,127,ST11,1,11.99,1000 Pine Drive,Charlotte
332,12/26/23,128,ST12,1,149.99,123 Main Street,Seattle
333,12/27/23,128,ST13,1,11.95,123 Maple Street,Denver
334,12/28/23,,ST14,3,2.99,456 Oak Avenue,Columbus
335,12/29/23,127,ST15,1,11.99,789 Elm Boulevard,Fort Worth
336,12/30/23,128,ST01,1,2.99,1000 Pine Drive,Charlotte
337,12/31/23,128,ST02,2,2.99,123 Main Street,Seattle
333,12/27/23,128,ST13,1,11.95,123 Maple Street,Denver
334,12/28/23,,ST14,3,2.99,456 Oak Avenue,Columbus
335,12/29/23,127,ST15,1,11.99,789 Elm Boulevard,Fort Worth
336,12/30/23,128,ST01,1,2.99,1000 Pine Drive,Charlotte
337,12/31/23,128,ST02,2,2.99,123 Main Street,Seattle
